0,新竹遠東巨城購物中心,24.8098161,120.97513189999995
1,新竹城隍廟,24.8042436,120.96614699999998
2,十八尖山,24.7917097,120.98550920000002
3,綠世界生態農場,24.6988101,121.0711086
4,南寮漁港,24.8498061,120.92900280000003
5,司馬庫斯,24.578691,121.33446060000006
6,十七公裏海岸風景區,24.8462393,120.92589410000005
7,內灣老街,24.705791,121.181782
8,北埔老街,24.6998161,121.0572201
9,新竹市立動物園,24.800186,120.979511
10,北埔,24.6631393,121.06790699999999
11,國立清華大學,24.7947253,120.99323159999994
12,東門城,24.8041608,120.97024570000008
13,辛志平校長故居,24.804377,120.973926
14,新竹驛(新竹火車站),24.8022042,120.97237560000008
15,眷村博物館,24.8139847,120.96701200000007
16,新月沙灘,24.8669844,120.94284300000004
17,新竹市十九公頃青青草原,24.7726541,120.92548110000007
18,薰衣草森林新竹尖石店,24.7332139,121.23382240000001
19,新竹南園,24.8680076,121.10425220000002
20,蕭如松藝術園區,24.739787,121.08806900000002
21,新竹玻璃藝術博物馆,24.8012037,120.97813719999999
22,小人國主題樂園,24.831524,121.1872899
23,小叮噹科學遊樂區,24.8689717,120.9800583
24,青草湖,24.7748337,120.97095869999998
25,關西服務區,24.8010948,121.19274399999995
26,馬武督探索森林,24.7678506,121.2813658
27,合興車站景觀公園,24.71683,121.15478580000001
28,北埔冷泉,24.6629944,121.0724295
29,香山濕地,24.7664256,120.90452660000005
30,17公里單車道,24.7404884,120.88939830000004
31,新竹大遠百,24.8020158,120.96489870000005
32,內灣吊橋,24.7021751,121.18337250000002
33,張學良故居,24.5724878,121.10575199999994
34,湖口老街,24.8768111,121.05518319999999
35,護城河親水公園,24.806458,120.970639
36,內灣戲院,24.7057098,121.18144480000001
37,森林鳥花園,24.8788917,121.15220650000003
38,紅毛港遊憩區,24.9098028,120.97153709999998
39,新竹市消防博物館,24.8064498,120.96824749999996
40,湖口服務區,24.8609788,121.01207590000001
41,金勇DIY休閒農場,24.7837164,121.18149979999998
42,東安古橋,24.7908404,121.17982219999999
43,豆腐岩,24.7998907,121.02965570000003
44,太平洋Sogo百貨新竹店,24.8024723,120.97206329999995
45,味衛佳柿餅觀光農場,24.84027,121.07582000000002
46,大山北月,24.685446,121.13898300000005
47,新竹靜心湖,24.7793899,121.01236530000006
48,新竹空軍基地,24.8208043,120.9524533
49,寶山水庫,24.7493091,121.04306799999995
50,金漢柿餅,24.844258,121.07857899999999
51,天恩彌勒佛院,24.6810907,120.98320549999994
52,海天一線風景區,24.832619,120.91509280000002
53,尚順育樂世界,24.6882487,120.90475579999998
54,麥客田園休閒農場,24.697148,121.04210999999998
55,新竹市美術館暨開拓館,24.8063443,120.9700838
56,影像博物館,24.8049093,120.96959300000003
57,威尼斯内灣温泉會館,24.7002121,121.18367910000006
58,北大教堂,24.8091646,120.9668385
59,內灣遊憩區,24.7049992,121.18105070000001
60,新竹關帝廟,24.802725,120.96655599999997
61,新竹中央公園,24.8079796,120.97299959999998
62,峨眉湖,24.679398,120.985319
63,富岡老街,24.9354525,121.0830876
64,高峰植物園,24.7880544,120.98247530000003
65,鎮西堡神木群,24.540149,121.29808989999992
66,北角吊橋,24.7019008,121.19751470000006
67,五指山,24.641649,121.096092
68,沙湖壢藝術村,24.7500237,121.04467539999996
69,天水堂,24.7005858,121.05803609999998
70,竹蓮寺,24.7989252,120.97006770000007
71,國立新竹生活美學館,24.8033334,120.96731380000006
72,清泉溫泉吊橋,24.5750863,121.10470429999998
73,東山濕地生態教學公園,24.7954788,120.9790931
74,小熊博物館,24.7885572,121.18370900000002
75,白木屋品牌文化館,24.9276831,121.16440920000002
76,鄧南光攝影紀念館,24.6984409,121.05824299999995
77,新源街日時常,24.8000736,120.9917643
78,四方牧場,24.7228884,120.89271380000002
79,新竹孔子廟,24.8000863,120.9781888
80,九芎湖九福步道,24.8536647,121.1055493
81,軟橋彩繪客家村,24.6954569,121.09747830000003
82,二寮神木,24.6822147,121.0665464
83,大自然文化世界,24.6810907,120.98320549999994
84,九芎湖休閒農場,24.8615956,121.1041358
85,秀巒吊橋,24.6201989,121.28707659999998
86,吳濁流故居,24.8382736,121.11008770000001
87,普天宮,24.7801617,120.97859749999998
88,羅山林道,24.627738,121.15269869999997
89,那羅部落,24.680034,121.24752899999999
90,晶品城購物廣場,24.8023216,120.97059039999999
91,新埔日本公園,24.8297048,121.07611280000003
92,黑蝙蝠中隊文物陳列館,24.8118809,120.96956210000008
93,秀才登山步道,24.8870162,121.1388528
94,郭元益糕餅博物館,24.928922,121.16736939999998
95,三毛故居,24.5743112,121.10573780000004
96,極光滑雪學校,24.8726536,120.98542410000005
97,後站觀光夜市,24.800662,120.97440400000005
98,GB5咖啡,24.7975088,120.96611000000007
99,新竹中山公園,24.7946807,120.95197050000002
100,竹東文創藝術村,24.7371607,121.0955391
101,新復珍戲院,24.8049146,120.96618349999994
102,北埔寶記茶舖,24.6993409,121.05758659999992
103,新竹斜張橋,24.8225894,121.01863149999997
104,新竹港南運河風景區,24.8226444,120.91095849999999
105,牛欄河親水公園,24.7922484,121.18086189999997
106,李棟山,24.6926928,121.30359840000006
107,飛龍古道,24.8283664,121.09805600000004
108,鳳崎落日登山步道,24.867778,120.97841100000005
109,新豐康泰夜市,24.9013818,120.98444810000001
110,新竹一信總社(原日治時期新竹信用組合),24.8059658,120.96780020000006
111,好客好品希望工場,24.7048632,121.18310730000007
112,紅樹林,24.9096548,120.97198750000007
113,巴棍農場,24.575713,121.08922289999998
114,新竹市鐵道藝術村,24.8041358,120.9769182
115,北得拉曼,24.7444696,121.27356839999993
116,豎琴橋,24.7488647,120.90415519999999
117,巨埔農場,24.841539,121.12744700000007
118,進士第,24.809812,120.965418
119,香山天后宮,24.7692794,120.91452920000006
120,新竹市風城願景館,24.800751,120.97694109999998
121,十二寮自行車道,24.6724413,120.99346170000001
122,新竹市立演藝廳,24.8113666,120.96817439999995
123,新埔巨埔步道,24.841539,121.12744700000007
124,新竹公園,24.8009119,120.97733110000001
125,新竹糖村,24.8022792,120.96524490000002
126,雙胞胎井,24.732558,121.02785599999993
127,十二寮休閒農莊,24.6719539,120.99404400000003
128,北埔六塘石柿餅-落羽松,24.699862,121.08211200000005
129,飛鳳園農場,24.776224,121.124277
130,金谷農場,24.8544395,121.10557369999992
131,南埔水車,24.6726302,121.06505199999992
132,霞喀羅古道,24.5661474,121.20589999999993
133,絕版影像館,24.7993743,120.97488959999998
134,竹東夜市,24.7367585,121.09752960000003
135,石光古道,24.81482,121.13036599999998
136,竹語茶蘆,24.692158,121.04152299999998
137,楊梅夜市,24.9098675,121.155532
138,四方鮮乳牧場,24.7228884,120.89271380000002
139,老湖口天主堂文化館,24.8766167,121.05519460000005
140,寶山燭園,24.731052,120.960463
141,看海公園,24.836321,120.91850099999999
142,楊梅老街,24.90949,121.14567999999997
143,新竹市體育會棒球委員會,24.799481,120.97905400000002
144,內灣林業展示館,24.7062991,121.18102450000004
145,十二寮天主教堂,24.6726673,120.98389959999997
146,鹿寮坑,24.745829,121.13684699999999
147,青蛙石,24.6867608,121.2286537
148,新竹新莊公園,24.7874443,121.01745060000007
149,豐鄉瀑布,24.69294,121.14380000000006
150,芎林夜市,24.7873205,121.06868750000001
151,萬佛庵步道,24.6788411,120.99910320000004
152,仁和步道,24.8783236,121.06808890000002
153,錦屏大橋,24.6877215,121.21845400000007
154,海山漁港,24.7652733,120.90335800000003
155,金廣福公館,24.7007631,121.05784130000006
156,劉家祠,24.827097,121.07511490000002
157,郭元益糕餅博物館,24.928922,121.16736939999998
158,藤坪步道,24.6518139,121.02640510000003
159,六寮古道,24.6537103,121.0243226
160,清安豆腐街(清水老街),24.4465056,120.90512739999997
161,幻多奇另類博物館,24.7056548,121.18140199999993
162,臺紅茶業文化館,24.792663,121.17751069999997
163,三段崎古道,24.799324,121.067994
164,關西分駐所,24.7921481,121.17258760000004
165,東峰金雞蛋主題農場,24.789326,121.09889329999999
166,頭份建國夜市,24.697223,120.90673909999998
167,觀霧森林遊樂區,24.505912,121.11406779999993
168,竹南運動公園,24.6895847,120.88818409999999
169,數碼天空景觀,24.7067958,121.26342590000002
170,味全埔心牧場,24.926976,121.17872699999998
171,龍潭聖蹟亭,24.866515,121.20781390000002
172,石門水庫,24.8122852,121.24578610000003
173,龍潭觀光大池,24.8617042,121.2100481
174,銅鏡山林步道,24.6664474,120.97449140000003
175,苗北藝文中心,24.6907344,120.88594579999994
